Date,League,Entry,Type,Investment,Odds,Gain,Result
2022-11-03,NBA,"Thunder ab. 57,5 pts",Total,10,1.5,5.0,Green
2022-11-03,NBA,Warriors 30 pts ,Do Not Score,10,1.52,5.199999999999999,Red
2022-11-04,NBA,"Knicks +3,5",Handicap,10,1.95,9.5,Green
2022-11-04,NBA,"76era ab. 116,5 pts",Total,10,1.45,4.5,Green
2022-11-04,NBA,"Randle ab. 1,5 3pt",3 Pointers,10,1.71,7.100000000000001,Green
2022-11-04,NBA,"Beal ab. 10,5 reb + ast",Ast + Reb,10,1.95,9.5,Green
2022-11-04,NBA,Oneale 10 pontos,Points,10,1.71,7.100000000000001,Green
2022-11-04,NBA,"Nets +3,5",Handicap,10,1.8,8.0,Green
2022-11-04,NBA,"Lowry ac. 15,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-04,NBA,Hield 15 pts,Points,10,1.4,4.0,Green
2022-11-04,NBA,"Heat -2,5",Handicap,10,1.76,7.600000000000001,Red
2022-11-04,NBA,"Bogdanovic ab. 18,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-04,NBA,"Pistons +6,5",Handicap,10,1.71,7.100000000000001,Red
2022-11-04,NBA,"Cavs ac. 109,5 pts",Points,10,1.55,5.5,Green
2022-11-04,NBA,"Vucevic ac. 11,5 reb",Rebounds,10,1.83,8.3,Green
2022-11-04,NBA,"Brogdon ac. 13,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-04,NBA,"Celtics -7,5",Handicap,10,1.95,9.5,Red
2022-11-04,NBA,"Bane ab. 29,5 pts + reb + ast",Pts + Reb + Ast,10,1.9,9.0,Green
2022-11-04,NBA,"Oubre Jr ac. 20,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-04,NBA,Adams 10 reb,Rebounds,10,1.52,5.199999999999999,Green
2022-11-04,NBA,"Keldon ac. 1,5 TO",Turnovers,10,1.62,6.200000000000003,Red
2022-11-04,NBA,"Vassell ac. 15,5 pts",Points,10,1.71,7.100000000000001,Green
2022-11-04,NBA,"Zubac ab. 10,5 reb",Rebounds,10,1.95,9.5,Red
2022-11-04,NBA,"GSW ac. 102,5 pts",Points,10,1.41,4.1,Green
2022-11-04,NBA,McCollum 5 ast,Assists,10,1.54,5.4,Green
2022-11-04,NBA,"Wolves +3,5 ",Handicap,10,1.71,7.100000000000001,Red
2022-11-04,NBA,"Gobert ab. 12,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-04,NBA,"Lopez ac. 12,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-04,NBA,"Suns -9,5 ",Handicap,10,1.57,5.700000000000001,Red
2022-11-04,NBA,"Cam Johnson ac. 14,5 pts",Points,10,1.9,9.0,Red
2022-11-04,NBA,"Nurkic ac. 15,5 pts",Points,10,1.74,7.399999999999999,Green
2022-11-04,NBA,Lakers,ML,10,1.6,6.0,Red
2022-11-04,NBA,Brown 5 reb,Rebounds,10,1.55,5.5,Red
2022-11-04,NBA,"Clarkson ac. 4,5 ast",Assists,10,1.68,6.800000000000001,Red
2022-11-04,NBA,"Clippers +8,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-04,NBA,"Bucks ac. 60,5 pts",Points,10,1.66,6.599999999999998,Green
2022-11-04,NBA,"Jazz ac. 58,5 pts",Points,10,1.62,6.200000000000003,Green
2022-11-05,NBA,"Huerter ac. 14,5 pts",Points,10,1.76,7.600000000000001,Red
2022-11-05,NBA,"Wagner ab. 1,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-11-05,NBA,Kings   ,ML,10,1.55,5.5,Green
2022-11-05,NBA,"Nets x Hornets ab. 221,5 pts",Total,10,1.9,9.0,Green
2022-11-05,NBA,"Oubre Jr ac. 17,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-05,NBA,"Oneale ac. 10,5 pts",Points,10,1.74,7.399999999999999,Red
2022-11-05,NBA,"Knicks +4,5",Handicap,10,1.8,8.0,Red
2022-11-05,NBA,"White ab. 1,5 TO",Turnovers,10,1.5,5.0,Green
2022-11-05,NBA,"Randle ab. 1,5 3pt",3 Pointers,10,1.66,6.599999999999998,Red
2022-11-05,NBA,"Pelicans x Hawks ab. 230,5 pts",Total,10,1.9,9.0,Red
2022-11-05,NBA,"Collins ab. 1,5 3pt",3 Pointers,10,1.47,4.699999999999999,Green
2022-11-05,NBA,"Ingram ac. 23,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-05,NBA,"Gordon ab. 2,5 3pt",3 Pointers,10,1.57,5.700000000000001,Green
2022-11-05,NBA,"Edwards ac. 23,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-06,NBA,Lakers +4,Handicap,10,1.9,9.0,Red
2022-11-06,NBA,"Bulls x Raptors ac. 220,5 pts",Total,10,1.9,9.0,Green
2022-11-06,NBA,"Wizards +9,5",Handicap,10,1.9,9.0,Green
2022-11-06,NBA,Clippers,ML,10,1.62,6.200000000000003,Red
2022-11-06,NBA,"Morant ac. 27,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-06,NBA,Bulls,ML,10,2.3,13.0,Red
2022-11-06,NBA,"Trent Jr ac. 23,5 pts",Points,10,1.83,8.3,Red
2022-11-06,NBA,"Clarkson ac. 4,5 ast",Assists,10,1.83,8.3,Green
2022-11-06,NBA,"George ac. 6,5 reb",Rebounds,10,1.8,8.0,Green
2022-11-06,NBA,"Jackson ac. 20,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Red
2022-11-06,NBA,"Markkanen ac. 29,5 pts + reb",Pts + Reb,10,1.86,8.600000000000001,Red
2022-11-07,NBA,"Hornets -2,5",Handicap,10,1.95,9.5,Red
2022-11-07,NBA,"Rozier ac. 4,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-07,NBA,"Kuzma ab. 3,5 ast",Assists,10,1.76,7.600000000000001,Green
2022-11-07,NBA,"Suggs ab. 2,5 reb",Rebounds,10,1.76,7.600000000000001,Red
2022-11-07,NBA,Sengun 15 pts,Points,10,1.83,8.3,Green
2022-11-07,NBA,"Magic -2,5",Handicap,10,1.64,6.399999999999999,Red
2022-11-07,NBA,"Bogdanovic ab. 18,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-07,NBA,"Pistons ab. 113,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-07,NBA,"Giddey ab. 13,5 ast + reb",Ast + Reb,10,1.86,8.600000000000001,Green
2022-11-07,NBA,"Ingram ac. 0,5 blk",Blocks,10,1.95,9.5,Green
2022-11-07,NBA,"Hield ac. 18,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-07,NBA,"Pelicans -2,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-07,NBA,"Vucevic ac. 2,5 ast",Assists,10,1.9,9.0,Green
2022-11-07,NBA,"Raptors ac. 105,5 pts",Total,10,1.52,5.199999999999999,Red
2022-11-07,NBA,"Derozan ab. 9,5 ast + reb",Ast + Reb,10,1.8,8.0,Red
2022-11-07,NBA,"Westbrook ac. 7,5 ast",Assists,10,1.76,7.600000000000001,Red
2022-11-07,NBA,"Markkanen ac. 8,5 reb",Rebounds,10,1.8,8.0,Red
2022-11-07,NBA,"Clarkson ab. 5,5 ast",Assists,10,1.64,6.399999999999999,Green
2022-11-07,NBA,"Sochan ac. 0,5 stl",Steals,10,1.62,6.200000000000003,Green
2022-11-07,NBA,"Tatum ac. 2,5 3pt",3 Pointers,10,1.57,5.700000000000001,Green
2022-11-07,NBA,Curry 4 3pt,3 Pointers,10,1.55,5.5,Green
2022-11-07,NBA,"Jazz ac. 59,5 pts 1T",Total,10,1.52,5.199999999999999,Green
2022-11-07,NBA,"Kings ab. 58,5 pts 1T",Total,10,1.5,5.0,Red
2022-11-07,NBA,"Spurs ac. 115,5 pts",Total,10,1.5,5.0,Red
2022-11-09,NBA,"Mavs x Magic ac. 209,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-09,NBA,"Bullock ab. 2,5 3pt",3 Pointers,10,1.5,5.0,Green
2022-11-09,NBA,"Magic ac. 99,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-09,NBA,"Haliburton ac. 19,5 pts",Points,10,1.83,8.3,Green
2022-11-09,NBA,Nuggets 1T,ML,10,1.58,5.800000000000001,Red
2022-11-09,NBA,"Nuggets -2,5",Handicap,10,1.58,5.800000000000001,Green
2022-11-09,NBA,"Hornets +4,5",Handicap,10,1.76,7.600000000000001,Red
2022-11-09,NBA,PJ Washington 15 pontos,Points,10,1.66,6.599999999999998,Red
2022-11-09,NBA,"Smith Jr ab. 22,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Green
2022-11-09,NBA,"Celtics x Pistons ab. 227,5 pts",Total,10,1.76,7.600000000000001,Red
2022-11-09,NBA,"Bogdanovic ab. 3,5 reb",Rebounds,10,1.62,6.200000000000003,Green
2022-11-09,NBA,"Horford ac. 9,5 pts",Points,10,1.8,8.0,Green
2022-11-09,NBA,"Sengun ab. 2,5 ast",Assists,10,2.05,10.5,Green
2022-11-09,NBA,Sengun 15 pts,Points,10,1.58,5.800000000000001,Green
2022-11-09,NBA,"VanVleet ac. 19,5 pts",Points,10,1.66,6.599999999999998,Green
2022-11-09,NBA,"Sengun ac. 15,5 pts",Points,10,1.8,8.0,Green
2022-11-09,NBA,"Oneale ab. 11,5 pts",Points,10,1.76,7.600000000000001,Green
2022-11-09,NBA,Barrett 5 reb,Rebounds,10,1.5,5.0,Green
2022-11-09,NBA,"Brunson ac. 18,5 pts",Points,10,1.76,7.600000000000001,Red
2022-11-09,NBA,"Hawks -3,5 pts",Handicap,10,1.8,8.0,Red
2022-11-09,NBA,"Tatum ac. 2,5 3pt",3 Pointers,10,1.62,6.200000000000003,Green
2022-11-09,NBA,"Clarkson ac. 1,5 TO",Turnovers,10,1.5,5.0,Green
2022-11-09,NBA,"Hawks ab. 120,5 pts",Points,10,1.52,5.199999999999999,Green
2022-11-09,NBA,"Bucks -1,5",Handicap,10,1.9,9.0,Green
2022-11-09,NBA,"Portis ac. 1,5 3pt",3 Pointers,10,1.64,6.399999999999999,Red
2022-11-09,NBA,"Shai ac. 27,5 pts",Points,10,1.83,8.3,Green
2022-11-09,NBA,"Zion ab. 23,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-09,NBA,"Suns -1,5",Handicap,10,1.9,9.0,Green
2022-11-09,NBA,Cavs 1T,ML,10,1.66,6.599999999999998,Red
2022-11-09,NBA,Lakers +3,Handicap,10,1.9,9.0,Red
2022-11-09,NBA,"Lebron ac. 7,5 reb",Rebounds,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Wizards ab. 103,5 pts",Total,10,1.71,7.100000000000001,Red
2022-11-10,NBA,"Bullock ab. 1,5 3pt",3 Pointers,10,1.86,8.600000000000001,Red
2022-11-10,NBA,"Wizards +7,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-10,NBA,"Rozier ab. 1,5 stl + blk",Stl + Blk,10,1.68,6.800000000000001,Green
2022-11-10,NBA,"Hornets +12,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-10,NBA,"Butler ac. 5,5 ast",Assists,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Capela ac. 9,5 reb",Rebounds,10,1.71,7.100000000000001,Green
2022-11-10,NBA,"Hawks vs 76ers ac. 218,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-10,NBA,"Harris ac. 16,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-10,NBA,Hart 7 rebotes,Rebounds,10,1.55,5.5,Green
2022-11-10,NBA,"Herb Jones ac. 9,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-10,NBA,"Pelicans -4,5",Handicap,10,1.4,4.0,Red
2022-11-11,NBA,"Bridges ac. 15,5 pts",Points,10,1.95,9.5,Red
2022-11-11,NBA,"Magic ab. 106,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-11,NBA,"Magic +9,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-11,NBA,"Jokic ab. 24,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-11,NBA,"Brown ac. 7,5 pts",Points,10,1.8,8.0,Red
2022-11-11,NBA,"Tatum ac. 1,5 3pt",3 Pointers,10,1.58,5.800000000000001,Green
2022-11-11,NBA,"Randle ac. 20,5 pts",Points,10,1.83,8.3,Green
2022-11-11,NBA,"Pistons +11,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-11,NBA,"Pistons ab. 57,5 pts 1T",Total,10,1.47,4.699999999999999,Red
2022-11-11,NBA,"Dort ac. 0,5 stl",Steals,10,1.45,4.5,Red
2022-11-11,NBA,"Boucher ab. 7,5 ast + reb",Ast + Reb,10,1.71,7.100000000000001,Red
2022-11-11,NBA,"Raptors -3,5",Handicap,10,1.71,7.100000000000001,Red
2022-11-11,NBA,"Bucks x Spurs ab. 221,5 pts",Total,10,1.66,6.599999999999998,Green
2022-11-11,NBA,"Sochan ac. 0,5 stl",Steals,10,1.66,6.599999999999998,Red
2022-11-11,NBA,"Lopez ac. 7,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-11,NBA,"Bane ab. 31,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Red
2022-11-11,NBA,Warriors,ML,10,1.68,6.800000000000001,Green
2022-11-11,NBA,"Lakers +6,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Morris ac. 1,5 3pt",3 Pointers,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Oneale ac. 3,5 ast",Assists,10,1.58,5.800000000000001,Red
2022-11-12,NBA,Clippers,ML,10,1.8,8.0,Red
2022-11-12,NBA,Jazz ,ML,10,1.57,5.700000000000001,Red
2022-11-12,NBA,"Jazz x Wizards ab. 224,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-12,NBA,"Clarkson ac. 17,5 pts",Points,10,1.83,8.3,Green
2022-11-12,NBA,"Pistons +10,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-12,NBA,"Tatum ac. 32,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-12,NBA,"Grant ac. 1,5 TO",Turnovers,10,1.6,6.0,Green
2022-11-12,NBA,"Pacers +1,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-12,NBA,76ERS,ML,10,1.66,6.599999999999998,Green
2022-11-12,NBA,"Hornets +10,5 ",Handicap,10,1.57,5.700000000000001,Red
2022-11-12,NBA,"Rockets x Pelicans ab. 235,5 pts",Total,10,1.71,7.100000000000001,Green
2022-11-12,NBA,"Mavericks -2,5",Handicap,10,1.64,6.399999999999999,Green
2022-11-13,NBA,"Shai ac. 27,5 pts",Points,10,1.71,7.100000000000001,Green
2022-11-13,NBA,"OKC x Knicks ab. 229,5 pts",Total,10,1.71,7.100000000000001,Red
2022-11-13,NBA,"OKC +7,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-13,NBA,"Grizzlies x Wizards ab. 221,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-13,NBA,Wolves +1,Handicap,10,1.9,9.0,Green
2022-11-13,NBA,"Jazz x Sixers ac. 214,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-13,NBA,Nuggets ,ML,10,1.8,8.0,Green
2022-11-13,NBA,"Kings +7,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-13,NBA,"Lakers +6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Bamba ac. 1,5 3pt",3 Pointers,10,1.54,5.4,Green
2022-11-14,NBA,"Hornets +1,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-14,NBA,Lamelo 5 reb,Rebounds,10,1.52,5.199999999999999,Red
2022-11-14,NBA,"Pistons +6,5",Handicap,10,1.66,6.599999999999998,Green
2022-11-14,NBA,"Pistons ac. 104,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-14,NBA,"Anunoby ac. 21,5 pts",Points,10,1.64,6.399999999999999,Red
2022-11-14,NBA,"OKC x Celtics ab. 232,5 pts",Total,10,1.62,6.200000000000003,Red
2022-11-14,NBA,Giddey 5 ast,Assists,10,1.57,5.700000000000001,Red
2022-11-14,NBA,Horford 10 pts,Points,10,1.52,5.199999999999999,Green
2022-11-14,NBA,"Suns x Heat ac. 211,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Booker ac. 10,5 ast + reb",Ast + Reb,10,1.9,9.0,Green
2022-11-14,NBA,"Butler ac. 5,5 ast",Assists,10,1.66,6.599999999999998,Green
2022-11-14,NBA,Heat  ,ML,10,1.71,7.100000000000001,Green
2022-11-14,NBA,"Hawks +6,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-14,NBA,"Hawks ac. 107,5 pts",Total,10,1.55,5.5,Green
2022-11-14,NBA,"Giannis ab. 6,5 ast",Assists,10,1.8,8.0,Green
2022-11-14,NBA,"Clippers x Rockets ab. 222,5 pts",Total,10,1.66,6.599999999999998,Red
2022-11-14,NBA,"Spurs x GSW ac. 229,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-14,NBA,"OKC ac. 68,5 pts 1T",Total,10,1.83,8.3,Green
2022-11-14,NBA,"Magic ab. 97,5 pts",Total,10,1.76,7.600000000000001,Red
2022-11-14,NBA,"Rockets ab. 52,5 pts 1T",Total,10,1.55,5.5,Green
2022-11-14,NBA,"Jabari Smith ac. 0,5 ast",Assists,10,1.43,4.299999999999999,Green
2022-11-15,NBA,Pelicans,ML,10,1.62,6.200000000000003,Green
2022-11-15,NBA,"Clippers x Mavs ac. 208,5 pts",Total,10,1.64,6.399999999999999,Red
2022-11-15,NBA,"Knicks +5,5",Handicap,10,1.71,7.100000000000001,Green
2022-11-15,NBA,Kings,ML,10,1.83,8.3,Green
2022-11-15,NBA,"Spurs +8,5",Handicap,10,1.76,7.600000000000001,Green
2022-11-15,NBA,"Clippers ab. 36,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-11-15,NBA,"Knicks x Jazz ab. 112,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-15,NBA,"George ac. 15,5 pts",Points,10,1.86,8.600000000000001,Green
2022-11-16,NBA,Combinada,Triple,1,4.26,3.26,Red
2022-11-16,NBA,"Pacers +4,5",Handicap,10,1.55,5.5,Green
2022-11-16,NBA,"PJ Washington AB. 1,5 3PT",3 Pointers,10,1.6,6.0,Red
2022-11-16,NBA,"Hield ac. 18,5 pts",Points,10,1.8,8.0,Green
2022-11-16,NBA,"McDaniels ac. 0,5 blk",Blocks,10,1.66,6.599999999999998,Green
2022-11-16,NBA,"Towns ac. 8,5 reb",Rebounds,10,1.86,8.600000000000001,Red
2022-11-16,NBA,"Wolves -5,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-16,NBA,"OKC x Wizards ab. 234,5 pts",Total,10,1.62,6.200000000000003,Green
2022-11-16,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Shai ac. 27,5 pts",Points,10,1.66,6.599999999999998,Green
2022-11-16,NBA,"Celtics +2,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-16,NBA,Horford 10 pts,Points,10,1.66,6.599999999999998,Red
2022-11-16,NBA,Collins 7 rebotes,Rebounds,10,1.6,6.0,Red
2022-11-16,NBA,"Heat +5,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Anunoby ab. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Butler ac. 5,5 ast",Assists,10,1.71,7.100000000000001,Red
2022-11-16,NBA,"Bulls x Pelicans ac. 221,5 pts",Total,10,1.55,5.5,Green
2022-11-16,NBA,"Valanciunas ab. 0,5 3pt",3 Pointers,10,1.45,4.5,Red
2022-11-16,NBA,"Dragic ac. 2,5 ast",Assists,10,1.57,5.700000000000001,Green
2022-11-16,NBA,"Cavs +4,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Carter ac. 10,5 pts",Points,10,1.8,8.0,Green
2022-11-16,NBA,"Mitchel ac. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Rockets x Mavs ab. 220,5 pts",Total,10,1.71,7.100000000000001,Green
2022-11-16,NBA,"Finney Smith ac. 12,5 pts",Points,10,1.9,9.0,Red
2022-11-16,NBA,"Green ac. 3,5 ast",Assists,10,1.83,8.3,Green
2022-11-16,NBA,"GSW +1,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-16,NBA,"Knicks +6,5",Handicap,10,1.52,5.199999999999999,Green
2022-11-16,NBA,"Klay ac. 2,5 3pt",3 Pointers,10,1.6,6.0,Green
2022-11-16,NBA,"Booker ac. 10,5 ast + reb",Ast + Reb,10,1.71,7.100000000000001,Green
2022-11-17,NBA,"Spurs ac. 100,5 pts",Total,10,1.5,5.0,Green
2022-11-17,NBA,Blazers,ML,10,1.8,8.0,Red
2022-11-17,NBA,"Harris ac. 1,5 3pt",3 Pointers,10,1.55,5.5,Green
2022-11-17,NBA,"Grant ac. 19,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-17,NBA,"Kings -5,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-17,NBA,"Spurs x Kings ac. 231,5 pts",Total,10,1.55,5.5,Green
2022-11-17,NBA,"Sabonis ac. 5,5 ast",Assists,10,1.57,5.700000000000001,Red
2022-11-17,NBA,"Pistons x Clippers ab. 212,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-17,NBA,"Morris ac. 14,5 pts",Points,10,1.83,8.3,Green
2022-11-17,NBA,"Duren ab. 6,5 pts",Points,10,1.74,7.399999999999999,Red
2022-11-17,NBA,"Spurs ab. 57,5 pts 1T",Total,10,1.62,6.200000000000003,Green
2022-11-17,NBA,"Pistons ab. 50,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-11-17,NBA,"Clippers x Pistons ab. 97,5 pts 1T",Total,10,1.57,5.700000000000001,Green
2022-11-17,NBA,"Clippers ab. 46,5 pts 1T",Total,10,1.47,4.699999999999999,Green
2022-11-18,NBA,"Heat +9,5",Handicap,10,1.55,5.5,Green
2022-11-18,NBA,"Porzings ac. 1,5 3pt",3 Pointers,10,1.57,5.700000000000001,Red
2022-11-18,NBA,"Wizards ac. 106,5 pts",Total,10,1.55,5.5,Green
2022-11-18,NBA,"Plumlee ab. 0,5 roubos",Steals,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Garland ac. 2,5 3pt",3 Pointers,10,1.71,7.100000000000001,Green
2022-11-18,NBA,"Hornets x Cavs ab. 225,5 pts",Total,10,1.57,5.700000000000001,Red
2022-11-18,NBA,Combinada,Triple,1,3.8,2.8,Red
2022-11-18,NBA,"Antetokounmpo ac. 4,5 ast",Assists,10,1.8,8.0,Red
2022-11-18,NBA,"Lopez ac. 1,5 3pt",3 Pointers,10,1.68,6.800000000000001,Green
2022-11-18,NBA,"Sixers +3,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"Pacers -3,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-18,NBA,"Rockets ab. 115,5 pts",Total,10,1.86,8.600000000000001,Green
2022-11-18,NBA,"Giddey ab. 1,5 3pt",3 Pointers,10,1.52,5.199999999999999,Green
2022-11-18,NBA,"OKC x Grizzlies ac. 225,5 pts",Total,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"OKC +8,5",Handicap,10,1.62,6.200000000000003,Red
2022-11-18,NBA,"Magic +10,5",Handicap,10,1.62,6.200000000000003,Green
2022-11-18,NBA,"Carter Jr ac. 1,5 3pt",3 Pointers,5,3.0,10.0,Red
2022-11-18,NBA,"Lavine ac. 22,5 pts",Points,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Carter Jr ac. 16,5 pts",Points,10,1.71,7.100000000000001,Green
2022-11-18,NBA,"Pelicans +6,5",Handicap,10,1.55,5.5,Red
2022-11-18,NBA,"White ac. 10,5 pts",Points,10,1.9,9.0,Green
2022-11-18,NBA,"Valanciunas ab. 12,5 ast + reb",Ast + Reb,10,1.83,8.3,Green
2022-11-18,NBA,"Mavs -3,5 1T",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,"Nuggets x Mavs ac. 212,5 pts",Total,10,1.64,6.399999999999999,Green
2022-11-18,NBA,"Mavs -7,5",Handicap,10,1.57,5.700000000000001,Green
2022-11-18,NBA,Suns,ML,10,1.86,8.600000000000001,Red
2022-11-18,NBA,"Knicks +9,50",Handicap,10,1.62,6.200000000000003,Red
2022-11-18,NBA,"Lakers x Pistons ab. 229,5 pts",Total,10,1.64,6.399999999999999,Red
